,ID,Event_Type,Target,Product,Same_Angle,Inverted,Event_Time,System_Time
2259,349,on,,02_detergent_3.jpg,True,1,0.800,1535512246.405
2260,,SIGNAL,,,,,,1535512247.242
2261,349,image_interval,,,,,0.400,1535512247.241
2262,349,on,00_detergent_3.jpg,,True,0,0.799,1535512247.666
2263,,SIGNAL,,,,,,1535512253.052
2264,,SIGNAL,,,,,,1535512253.052
2265,,SIGNAL,,,,,,1535512253.052
2266,,SIGNAL,,,,,,1535512254.174
2267,,SIGNAL,,,,,,1535512256.074
2268,350,interval,,,,,8.557,1535512248.494
2269,350,on,,05_detergent_2.jpg,False,0,0.801,1535512257.075
2270,,SIGNAL,,,,,,1535512257.974
2271,350,image_interval,,,,,0.400,1535512257.910
2272,350,on,00_detergent_1.jpg,,False,0,0.800,1535512258.334
2273,,SIGNAL,,,,,,1535512261.085
2274,,SIGNAL,,,,,,1535512261.775
2275,351,interval,,,,,2.922,1535512259.162
2276,351,on,,04_chocolate_3.jpg,False,0,0.801,1535512262.110
2277,351,image_interval,,,,,0.400,1535512262.945
2278,351,on,00_chocolate_2.jpg,,False,0,0.800,1535512263.368
2279,,SIGNAL,,,,,,1535512265.824
2280,,SIGNAL,,,,,,1535512265.824
2281,352,interval,,,,,2.627,1535512264.196
2282,352,on,,07_chocolate_2.jpg,True,0,0.800,1535512266.847
2283,,SIGNAL,,,,,,1535512267.679
2284,352,image_interval,,,,,0.400,1535512267.679
2285,352,on,00_chocolate_2.jpg,,True,0,0.801,1535512268.102
2286,,SIGNAL,,,,,,1535512271.885
2287,,SIGNAL,,,,,,1535512271.885
2288,,SIGNAL,,,,,,1535512273.174
2289,353,interval,,,,,4.953,1535512268.931
2290,353,on,,06_detergent_2.jpg,True,0,0.800,1535512273.907
2291,,SIGNAL,,,,,,1535512275.074
2292,353,image_interval,,,,,0.400,1535512274.738
2293,353,on,00_detergent_2.jpg,,True,1,0.801,1535512275.162
2294,,SIGNAL,,,,,,1535512278.987
2295,,SIGNAL,,,,,,1535512278.987
2296,,SIGNAL,,,,,,1535512280.774
2297,354,interval,,,,,4.994,1535512275.992
2298,354,on,SINGLETON,04_detergent_3.jpg,,0,0.801,1535512281.011
2299,,SIGNAL,,,,,,1535512284.556
2300,,SIGNAL,,,,,,1535512284.575
2301,,SIGNAL,,,,,,1535512286.475
2302,355,interval,,,,,4.711,1535512281.845
2303,355,on,SINGLETON,02_chocolate_1.jpg,,0,0.799,1535512286.582
2304,,SIGNAL,,,,,,1535512291.459
2305,,SIGNAL,,,,,,1535512291.459
2306,,SIGNAL,,,,,,1535512292.175
2307,,SIGNAL,,,,,,1535512294.074
2308,356,interval,,,,,8.045,1535512287.413
2309,356,on,SINGLETON,02_chocolate_1.jpg,,0,0.800,1535512295.482
2310,,SIGNAL,,,,,,1535512298.304
2311,,SIGNAL,,,,,,1535512298.304
2312,357,interval,,,,,2.990,1535512296.312
2313,357,on,,06_detergent_3.jpg,False,0,0.800,1535512299.327
2314,,SIGNAL,,,,,,1535512300.156
2315,357,image_interval,,,,,0.400,1535512300.155
2316,357,on,00_detergent_1.jpg,,False,0,0.799,1535512300.578
2317,358,interval,,,,,0.969,1535512301.407
2318,358,on,SINGLETON,01_chocolate_2.jpg,,0,0.800,1535512302.401
2319,359,interval,,,,,0.936,1535512303.229
2320,359,on,SINGLETON,09_detergent_2.jpg,,0,0.801,1535512304.191
2321,,SIGNAL,,,,,,1535512309.367
2322,,SIGNAL,,,,,,1535512309.367
2323,,SIGNAL,,,,,,1535512309.367
2324,,SIGNAL,,,,,,1535512309.367
2325,,SIGNAL,,,,,,1535512309.367
2326,,SIGNAL,,,,,,1535512311.175
2327,,SIGNAL,,,,,,1535512313.074
2328,360,interval,,,,,8.344,1535512305.020
2329,360,on,SINGLETON,03_chocolate_1.jpg,,0,0.800,1535512313.390
2330,,SIGNAL,,,,,,1535512318.491
2331,,SIGNAL,,,,,,1535512318.491
2332,,SIGNAL,,,,,,1535512318.774
2333,,SIGNAL,,,,,,1535512320.674
2334,361,interval,,,,,8.271,1535512314.219
2335,361,on,SINGLETON,07_chocolate_2.jpg,,0,0.800,1535512322.514
2336,,SIGNAL,,,,,,1535512325.293
2337,,SIGNAL,,,,,,1535512325.293
2338,362,interval,,,,,2.945,1535512323.347
2339,362,on,,01_chocolate_3.jpg,False,0,0.800,1535512326.315
2340,,SIGNAL,,,,,,1535512327.147
2341,362,image_interval,,,,,0.400,1535512327.146
2342,362,on,00_chocolate_1.jpg,,False,1,0.799,1535512327.571
2343,363,interval,,,,,0.642,1535512328.399
2344,363,on,,07_chocolate_1.jpg,True,0,0.801,1535512329.065
2345,,SIGNAL,,,,,,1535512329.898
2346,,SIGNAL,,,,,,1535512330.174
2347,363,image_interval,,,,,0.400,1535512329.897
2348,363,on,00_chocolate_1.jpg,,True,0,0.800,1535512330.320
2349,,SIGNAL,,,,,,1535512335.426
2350,,SIGNAL,,,,,,1535512335.426
2351,,SIGNAL,,,,,,1535512335.874
2352,,SIGNAL,,,,,,1535512337.774
2353,364,interval,,,,,8.277,1535512331.148
2354,364,on,,01_chocolate_2.jpg,True,0,0.800,1535512339.448
2355,,SIGNAL,,,,,,1535512340.277
2356,364,image_interval,,,,,0.400,1535512340.276
2357,364,on,00_chocolate_2.jpg,,True,0,0.799,1535512340.701
2358,365,interval,,,,,0.964,1535512341.528
2359,365,on,,06_chocolate_2.jpg,False,0,0.800,1535512342.516
2360,,SIGNAL,,,,,,1535512343.345
2361,,SIGNAL,,,,,,1535512343.474
2362,365,image_interval,,,,,0.400,1535512343.344
2363,365,on,00_chocolate_3.jpg,,False,0,0.801,1535512343.767
2364,,SIGNAL,,,,,,1535512348.804
2365,,SIGNAL,,,,,,1535512348.804
2366,,SIGNAL,,,,,,1535512349.174
2367,,SIGNAL,,,,,,1535512351.074
2368,366,interval,,,,,8.206,1535512344.597
2369,366,on,,02_chocolate_1.jpg,False,0,0.800,1535512352.826
2370,,SIGNAL,,,,,,1535512353.662
2371,366,image_interval,,,,,0.400,1535512353.661
2372,366,on,00_chocolate_3.jpg,,False,0,0.801,1535512354.084
2373,367,interval,,,,,0.752,1535512354.913
2374,367,on,SINGLETON,08_chocolate_3.jpg,,1,0.800,1535512355.691
2375,,SIGNAL,,,,,,1535512357.672
2376,,SIGNAL,,,,,,1535512357.673
2377,368,interval,,,,,2.152,1535512356.519
2378,368,on,SINGLETON,01_chocolate_1.jpg,,0,0.799,1535512358.698
2379,,SIGNAL,,,,,,1535512361.322
2380,,SIGNAL,,,,,,1535512361.322
2381,369,interval,,,,,2.788,1535512359.533
2382,369,on,SINGLETON,03_detergent_2.jpg,,1,0.800,1535512362.347
2383,,SIGNAL,,,,,,1535512367.871
2384,,SIGNAL,,,,,,1535512367.871
2385,,SIGNAL,,,,,,1535512367.871
2386,,SIGNAL,,,,,,1535512368.174
2387,,SIGNAL,,,,,,1535512370.074
2388,370,interval,,,,,8.688,1535512363.181
2389,370,on,,02_detergent_2.jpg,False,0,0.800,1535512371.895
2390,,SIGNAL,,,,,,1535512372.724
2391,370,image_interval,,,,,0.400,1535512372.723
2392,370,on,00_detergent_1.jpg,,False,0,0.801,1535512373.147
2393,,SIGNAL,,,,,,1535512376.326
2394,,SIGNAL,,,,,,1535512376.326
2395,,SIGNAL,,,,,,1535512377.674
2396,371,interval,,,,,4.349,1535512373.976
2397,371,on,,02_chocolate_2.jpg,False,0,0.800,1535512378.348
2398,,SIGNAL,,,,,,1535512379.573
2399,371,image_interval,,,,,0.400,1535512379.176
2400,371,on,00_chocolate_3.jpg,,False,0,0.799,1535512379.599
2401,,SIGNAL,,,,,,1535512385.309
2402,,SIGNAL,,,,,,1535512385.309
2403,,SIGNAL,,,,,,1535512385.309
2404,,SIGNAL,,,,,,1535512387.174
2405,,SIGNAL,,,,,,1535512389.074
2406,372,interval,,,,,8.881,1535512380.426
2407,372,on,,01_detergent_1.jpg,False,1,0.800,1535512389.333
2408,372,image_interval,,,,,0.400,1535512390.163
2409,372,on,00_detergent_3.jpg,,False,0,0.799,1535512390.588
2410,,SIGNAL,,,,,,1535512393.614
2411,,SIGNAL,,,,,,1535512393.614
2412,,SIGNAL,,,,,,1535512394.774
2413,373,interval,,,,,4.197,1535512391.416
2414,373,on,,08_detergent_1.jpg,False,0,0.799,1535512395.638
2415,,SIGNAL,,,,,,1535512396.674
2416,373,image_interval,,,,,0.400,1535512396.464
2417,373,on,00_detergent_3.jpg,,False,0,0.800,1535512396.888
2418,,SIGNAL,,,,,,1535512399.463
2419,374,interval,,,,,2.746,1535512397.716
2420,374,on,,04_detergent_2.jpg,False,0,0.800,1535512400.486
2421,,SIGNAL,,,,,,1535512401.316
2422,374,image_interval,,,,,0.400,1535512401.315
2423,374,on,00_detergent_3.jpg,,False,0,0.800,1535512401.738
2424,,SIGNAL,,,,,,1535512407.441
2425,,SIGNAL,,,,,,1535512407.441
2426,,SIGNAL,,,,,,1535512407.441
2427,,SIGNAL,,,,,,1535512408.075
2428,,SIGNAL,,,,,,1535512409.974
2429,375,interval,,,,,8.871,1535512402.567
2430,375,on,,08_chocolate_2.jpg,True,0,0.800,1535512411.462
2431,,SIGNAL,,,,,,1535512412.294
2432,375,image_interval,,,,,0.400,1535512412.293
2433,375,on,00_chocolate_2.jpg,,True,0,0.799,1535512412.717
2434,,SIGNAL,,,,,,1535512415.725
2435,,SIGNAL,,,,,,1535512415.725
2436,,SIGNAL,,,,,,1535512417.574
2437,376,interval,,,,,4.180,1535512413.545
2438,376,on,,03_chocolate_3.jpg,False,0,0.800,1535512417.748
2439,376,image_interval,,,,,0.400,1535512418.580
2440,376,on,00_chocolate_1.jpg,,False,0,0.801,1535512419.003
2441,,SIGNAL,,,,,,1535512421.308
2442,,SIGNAL,,,,,,1535512421.373
2443,377,interval,,,,,2.475,1535512419.833
2444,377,on,,08_detergent_3.jpg,False,0,0.800,1535512422.332
2445,,SIGNAL,,,,,,1535512423.274
2446,377,image_interval,,,,,0.400,1535512423.163
2447,377,on,00_detergent_2.jpg,,False,0,0.799,1535512423.588
2448,,SIGNAL,,,,,,1535512427.736
2449,,SIGNAL,,,,,,1535512427.736
2450,,SIGNAL,,,,,,1535512428.973
2451,378,interval,,,,,6.318,1535512424.416
2452,378,on,,07_chocolate_3.jpg,False,1,0.800,1535512430.758
2453,,SIGNAL,,,,,,1535512431.586
2454,378,image_interval,,,,,0.400,1535512431.586
2455,378,on,00_chocolate_1.jpg,,False,0,0.801,1535512432.009
2456,,SIGNAL,,,,,,1535512437.030
2457,,SIGNAL,,,,,,1535512437.030
2458,,SIGNAL,,,,,,1535512437.030
2459,,SIGNAL,,,,,,1535512438.474
2460,,SIGNAL,,,,,,1535512440.374
2461,379,interval,,,,,8.190,1535512432.838
2462,379,on,SINGLETON,04_chocolate_2.jpg,,0,0.801,1535512441.055
2463,,SIGNAL,,,,,,1535512444.407
2464,,SIGNAL,,,,,,1535512444.407
2465,,SIGNAL,,,,,,1535512446.073
2466,380,interval,,,,,4.521,1535512441.884
2467,380,on,,09_chocolate_2.jpg,True,0,0.800,1535512446.430
2468,380,image_interval,,,,,0.400,1535512447.261
2469,380,on,00_chocolate_2.jpg,,True,0,0.799,1535512447.685
2470,381,interval,,,,,0.410,1535512448.512
2471,381,on,,08_detergent_3.jpg,True,0,0.800,1535512448.946
2472,,SIGNAL,,,,,,1535512449.780
2473,,SIGNAL,,,,,,1535512449.874
2474,381,image_interval,,,,,0.400,1535512449.779
2475,381,on,00_detergent_3.jpg,,True,0,0.800,1535512450.203
2476,,SIGNAL,,,,,,1535512455.580
2477,,SIGNAL,,,,,,1535512455.580
2478,,SIGNAL,,,,,,1535512455.580
2479,,SIGNAL,,,,,,1535512457.473
2480,,SIGNAL,,,,,,1535512459.374
2481,382,interval,,,,,8.547,1535512451.032
2482,382,on,SINGLETON,03_chocolate_1.jpg,,0,0.799,1535512459.605
2483,,SIGNAL,,,,,,1535512464.508
2484,,SIGNAL,,,,,,1535512464.508
2485,,SIGNAL,,,,,,1535512465.074
2486,,SIGNAL,,,,,,1535512466.974
2487,383,interval,,,,,8.073,1535512460.433
2488,383,on,,04_chocolate_3.jpg,True,0,0.799,1535512468.530
2489,,SIGNAL,,,,,,1535512469.357
2490,383,image_interval,,,,,0.400,1535512469.356
2491,383,on,00_chocolate_3.jpg,,True,1,0.800,1535512469.779
2492,,SIGNAL,,,,,,1535512475.200
2493,,SIGNAL,,,,,,1535512475.200
2494,,SIGNAL,,,,,,1535512475.200
2495,,SIGNAL,,,,,,1535512476.473
2496,,SIGNAL,,,,,,1535512478.373
2497,384,interval,,,,,8.591,1535512470.607
2498,384,on,,03_detergent_2.jpg,True,0,0.800,1535512479.223
2499,,SIGNAL,,,,,,1535512480.274
2500,384,image_interval,,,,,0.400,1535512480.055
2501,384,on,00_detergent_2.jpg,,True,0,0.800,1535512480.479
2502,,SIGNAL,,,,,,1535512485.701
2503,,SIGNAL,,,,,,1535512485.701
2504,,SIGNAL,,,,,,1535512485.974
2505,,SIGNAL,,,,,,1535512487.874
2506,385,interval,,,,,8.392,1535512481.309
2507,385,on,,06_chocolate_2.jpg,False,0,0.800,1535512489.724
2508,,SIGNAL,,,,,,1535512490.552
2509,385,image_interval,,,,,0.400,1535512490.551
2510,385,on,00_chocolate_1.jpg,,False,0,0.800,1535512490.975
2511,,SIGNAL,,,,,,1535512496.588
2512,,SIGNAL,,,,,,1535512496.588
2513,,SIGNAL,,,,,,1535512496.588
2514,,SIGNAL,,,,,,1535512497.374
2515,,SIGNAL,,,,,,1535512499.273
2516,386,interval,,,,,8.784,1535512491.802
2517,386,on,SINGLETON,07_detergent_3.jpg,,1,0.799,1535512500.614
2518,,SIGNAL,,,,,,1535512505.368
2519,,K_PRESS,,,,,,1535512505.368
2520,,SIGNAL,,,,,,1535512505.368
2521,,SIGNAL,,,,,,1535512505.368
2522,,SIGNAL,,,,,,1535512506.873
2523,387,interval,,,,,6.923,1535512501.443
2524,387,on,SINGLETON,06_chocolate_1.jpg,,0,0.800,1535512508.392
2525,,SIGNAL,,,,,,1535512513.300
2526,,SIGNAL,,,,,,1535512513.300
2527,,SIGNAL,,,,,,1535512513.300
2528,,SIGNAL,,,,,,1535512514.474
2529,,SIGNAL,,,,,,1535512516.374
2530,388,interval,,,,,8.078,1535512509.220
2531,388,on,,09_chocolate_1.jpg,False,0,0.800,1535512517.323
2532,,SIGNAL,,,,,,1535512518.273
2533,388,image_interval,,,,,0.400,1535512518.151
2534,388,on,00_chocolate_2.jpg,,False,0,0.799,1535512518.575
2535,,SIGNAL,,,,,,1535512523.470
2536,,SIGNAL,,,,,,1535512523.470
2537,,SIGNAL,,,,,,1535512523.973
2538,,SIGNAL,,,,,,1535512525.873
2539,389,interval,,,,,8.066,1535512519.403
2540,389,on,,05_chocolate_3.jpg,False,0,0.800,1535512527.494
2541,,SIGNAL,,,,,,1535512528.323
2542,389,image_interval,,,,,0.400,1535512528.322
2543,389,on,00_chocolate_2.jpg,,False,0,0.800,1535512528.745
2544,,SIGNAL,,,,,,1535512531.430
2545,,SIGNAL,,,,,,1535512531.573
2546,390,interval,,,,,2.855,1535512529.574
2547,390,on,SINGLETON,04_chocolate_1.jpg,,1,0.801,1535512532.456
2548,,SIGNAL,,,,,,1535512538.094
2549,,SIGNAL,,,,,,1535512538.094
2550,,SIGNAL,,,,,,1535512538.094
2551,,SIGNAL,,,,,,1535512539.174
2552,,SIGNAL,,,,,,1535512541.074
2553,391,interval,,,,,8.803,1535512533.290
2554,391,on,SINGLETON,04_detergent_1.jpg,,0,0.801,1535512542.120
2555,,SIGNAL,,,,,,1535512545.101
2556,,SIGNAL,,,,,,1535512545.101
2557,,SIGNAL,,,,,,1535512546.774
2558,392,interval,,,,,4.143,1535512542.956
2559,392,on,SINGLETON,05_detergent_2.jpg,,0,0.801,1535512547.124
2560,,SIGNAL,,,,,,1535512551.448
2561,,SIGNAL,,,,,,1535512551.448
2562,,SIGNAL,,,,,,1535512552.474
2563,,SIGNAL,,,,,,1535512554.373
2564,393,interval,,,,,6.489,1535512547.958
2565,393,on,SINGLETON,03_detergent_3.jpg,,0,0.801,1535512554.473
2566,,SIGNAL,,,,,,1535512558.038
2567,,SIGNAL,,,,,,1535512558.173
2568,394,interval,,,,,4.734,1535512555.303
2569,394,on,,07_detergent_2.jpg,True,0,0.801,1535512560.062
2570,,SIGNAL,,,,,,1535512560.891
2571,394,image_interval,,,,,0.400,1535512560.890
2572,394,on,00_detergent_2.jpg,,True,0,0.800,1535512561.315
2573,,SIGNAL,,,,,,1535512565.945
2574,,SIGNAL,,,,,,1535512565.945
2575,,SIGNAL,,,,,,1535512565.945
2576,,SIGNAL,,,,,,1535512567.673
2577,395,interval,,,,,6.800,1535512562.143
2578,395,on,SINGLETON,05_detergent_1.jpg,,0,0.800,1535512568.969
2579,,SIGNAL,,,,,,1535512572.809
2580,,SIGNAL,,,,,,1535512572.809
2581,,SIGNAL,,,,,,1535512573.373
2582,,SIGNAL,,,,,,1535512575.273
2583,396,interval,,,,,6.001,1535512569.807
2584,396,on,,01_detergent_1.jpg,False,0,0.800,1535512575.831
2585,396,image_interval,,,,,0.400,1535512576.659
2586,396,on,00_detergent_2.jpg,,False,0,0.801,1535512577.082
2587,,SIGNAL,,,,,,1535512580.871
2588,,SIGNAL,,,,,,1535512580.871
2589,,SIGNAL,,,,,,1535512580.973
2590,397,interval,,,,,4.957,1535512577.912
2591,397,on,,05_detergent_3.jpg,False,0,0.800,1535512582.895
2592,,SIGNAL,,,,,,1535512583.724
2593,397,image_interval,,,,,0.400,1535512583.723
2594,397,on,00_detergent_1.jpg,,False,0,0.801,1535512584.146
2595,,SIGNAL,,,,,,1535512586.829
2596,,SIGNAL,,,,,,1535512586.829
2597,398,interval,,,,,2.852,1535512584.975
2598,398,on,,03_chocolate_1.jpg,False,0,0.800,1535512587.851
2599,,SIGNAL,,,,,,1535512588.684
2600,398,image_interval,,,,,0.400,1535512588.683
2601,398,on,00_chocolate_2.jpg,,False,0,0.801,1535512589.106
2602,,SIGNAL,,,,,,1535512593.898
2603,,SIGNAL,,,,,,1535512593.898
2604,,SIGNAL,,,,,,1535512594.274
2605,,SIGNAL,,,,,,1535512596.173
2606,399,interval,,,,,6.960,1535512589.937
2607,399,on,,09_detergent_1.jpg,False,0,0.800,1535512596.922
2608,,SIGNAL,,,,,,1535512598.073
2609,399,image_interval,,,,,0.400,1535512597.753
2610,399,on,00_detergent_2.jpg,,False,0,0.801,1535512598.178
2611,,SCANNER START,,,,,,1535512727.372
2612,,SIGNAL,,,,,,1535512763.893
2613,,SIGNAL,,,,,,
2614,,SIGNAL,,,,,,1535512767.818
2615,,SIGNAL,,,,,,1535512767.818
2616,,SIGNAL,,,,,,1535512769.593
2617,400,interval,,,,,6.922,1535512763.895
2618,400,on,,06_detergent_3.jpg,False,0,0.800,1535512770.839
2619,,SIGNAL,,,,,,1535512771.668
2620,400,image_interval,,,,,0.400,1535512771.667
2621,400,on,00_detergent_2.jpg,,False,1,0.801,1535512772.091
2622,,K_PRESS,,,,,,1535512777.316
2623,,SIGNAL,,,,,,1535512777.316
2624,,SIGNAL,,,,,,1535512777.316
2625,,SIGNAL,,,,,,1535512777.316
2626,,SIGNAL,,,,,,1535512779.093
2627,,SIGNAL,,,,,,1535512780.992
2628,401,interval,,,,,8.393,1535512772.920
2629,401,on,SINGLETON,03_detergent_1.jpg,,0,0.800,1535512781.341
2630,,SIGNAL,,,,,,1535512786.717
2631,,SIGNAL,,,,,,1535512786.717
2632,,SIGNAL,,,,,,1535512786.717
2633,,SIGNAL,,,,,,1535512788.593
2634,,SIGNAL,,,,,,1535512790.493
2635,402,interval,,,,,8.546,1535512782.169
2636,402,on,,03_chocolate_3.jpg,False,0,0.800,1535512790.740
2637,402,image_interval,,,,,0.400,1535512791.567
2638,402,on,00_chocolate_1.jpg,,False,0,0.800,1535512791.990
2639,403,interval,,,,,0.486,1535512792.819
2640,403,on,SINGLETON,02_detergent_2.jpg,,0,0.800,1535512793.332
2641,,SIGNAL,,,,,,1535512795.527
2642,,SIGNAL,,,,,,1535512795.527
2643,,SIGNAL,,,,,,1535512796.192
2644,404,interval,,,,,2.359,1535512794.166
2645,404,on,SINGLETON,05_chocolate_1.jpg,,0,0.800,1535512796.551
2646,,SIGNAL,,,,,,1535512799.204
2647,,SIGNAL,,,,,,1535512799.993
2648,405,interval,,,,,2.820,1535512797.383
2649,405,on,SINGLETON,03_detergent_2.jpg,,0,0.800,1535512800.228
2650,406,interval,,,,,0.519,1535512801.060
2651,406,on,,01_detergent_1.jpg,False,0,0.799,1535512801.602
2652,,SIGNAL,,,,,,1535512802.429
2653,406,image_interval,,,,,0.400,1535512802.428
2654,406,on,00_detergent_2.jpg,,False,1,0.800,1535512802.853
2655,,K_PRESS,,,,,,1535512806.322
2656,,SIGNAL,,,,,,1535512806.322
2657,,SIGNAL,,,,,,1535512806.322
2658,,SIGNAL,,,,,,1535512807.592
2659,407,interval,,,,,4.639,1535512803.681
2660,407,on,SINGLETON,05_chocolate_1.jpg,,0,0.801,1535512808.344
2661,,SIGNAL,,,,,,1535512812.750
2662,,SIGNAL,,,,,,1535512812.750
2663,,SIGNAL,,,,,,1535512813.293
2664,,SIGNAL,,,,,,1535512815.193
2665,408,interval,,,,,6.568,1535512809.180
2666,408,on,,01_chocolate_2.jpg,False,0,0.800,1535512815.772
2667,408,image_interval,,,,,0.400,1535512816.599
2668,408,on,00_chocolate_3.jpg,,False,0,0.801,1535512817.023
2669,,SIGNAL,,,,,,1535512818.861
2670,,SIGNAL,,,,,,1535512818.993
2671,409,interval,,,,,2.008,1535512817.853
2672,409,on,,04_chocolate_1.jpg,True,0,0.800,1535512819.883
2673,,SIGNAL,,,,,,1535512820.892
2674,409,image_interval,,,,,0.400,1535512820.716
2675,409,on,00_chocolate_1.jpg,,True,0,0.801,1535512821.143
2676,,SIGNAL,,,,,,1535512823.551
2677,410,interval,,,,,2.578,1535512821.972
2678,410,on,,01_chocolate_1.jpg,False,0,0.799,1535512824.573
2679,,SIGNAL,,,,,,1535512825.401
2680,410,image_interval,,,,,0.400,1535512825.400
2681,410,on,00_chocolate_3.jpg,,False,0,0.800,1535512825.823
2682,411,interval,,,,,0.735,1535512826.651
2683,411,on,SINGLETON,04_detergent_3.jpg,,0,0.800,1535512827.412
2684,,SIGNAL,,,,,,1535512831.790
2685,,SIGNAL,,,,,,1535512831.790
2686,,SIGNAL,,,,,,1535512831.790
2687,,SIGNAL,,,,,,1535512832.292
2688,,SIGNAL,,,,,,1535512834.192
2689,412,interval,,,,,6.548,1535512828.240
2690,412,on,,06_detergent_1.jpg,True,0,0.800,1535512834.813
2691,412,image_interval,,,,,0.400,1535512835.644
2692,412,on,00_detergent_1.jpg,,True,0,0.801,1535512836.067
2693,,SIGNAL,,,,,,1535512840.565
2694,,SIGNAL,,,,,,1535512840.565
2695,,SIGNAL,,,,,,1535512840.565
2696,,SIGNAL,,,,,,1535512841.793
2697,413,interval,,,,,6.667,1535512836.896
2698,413,on,SINGLETON,01_chocolate_3.jpg,,0,0.799,1535512843.588
2699,,SIGNAL,,,,,,1535512847.418
2700,,SIGNAL,,,,,,1535512847.418
2701,,SIGNAL,,,,,,1535512847.493
2702,,SIGNAL,,,,,,1535512849.392
2703,414,interval,,,,,6.001,1535512844.415
2704,414,on,SINGLETON,01_detergent_2.jpg,,0,0.800,1535512850.446
2705,,SIGNAL,,,,,,1535512855.757
2706,,SIGNAL,,,,,,1535512855.757
2707,,SIGNAL,,,,,,1535512855.757
2708,,SIGNAL,,,,,,1535512856.992
2709,,SIGNAL,,,,,,1535512858.892
2710,415,interval,,,,,8.470,1535512851.285
2711,415,on,SINGLETON,08_chocolate_2.jpg,,1,0.800,1535512859.780
2712,416,interval,,,,,0.583,1535512860.609
2713,416,on,,05_detergent_2.jpg,True,0,0.800,1535512861.216
2714,,K_PRESS,,,,,,1535512862.046
2715,,SIGNAL,,,,,,1535512862.046
2716,416,image_interval,,,,,0.400,1535512862.043
2717,416,on,00_detergent_2.jpg,,True,1,0.800,1535512862.467
2718,417,interval,,,,,0.937,1535512863.297
2719,417,on,,02_chocolate_1.jpg,False,0,0.800,1535512864.257
2720,,SIGNAL,,,,,,1535512865.086
2721,,K_PRESS,,,,,,1535512865.086
2722,,SIGNAL,,,,,,1535512865.086
2723,417,image_interval,,,,,0.400,1535512865.084
2724,417,on,00_chocolate_3.jpg,,False,1,0.800,1535512865.508
2725,418,interval,,,,,0.858,1535512866.337
2726,418,on,,09_chocolate_1.jpg,False,0,0.800,1535512867.218
2727,,K_PRESS,,,,,,1535512868.047
2728,,SIGNAL,,,,,,1535512868.047
2729,,SIGNAL,,,,,,1535512868.392
2730,418,image_interval,,,,,0.400,1535512868.045
2731,418,on,00_chocolate_3.jpg,,False,0,0.800,1535512868.469
2732,,SIGNAL,,,,,,1535512870.801
2733,419,interval,,,,,2.503,1535512869.298
2734,419,on,,06_detergent_3.jpg,False,0,0.800,1535512871.823
2735,,SIGNAL,,,,,,1535512872.651
2736,419,image_interval,,,,,0.400,1535512872.650
2737,419,on,00_detergent_2.jpg,,False,1,0.801,1535512873.074
2738,,K_PRESS,,,,,,1535512876.693
2739,,SIGNAL,,,,,,1535512876.693
2740,,SIGNAL,,,,,,1535512876.693
2741,,SIGNAL,,,,,,1535512877.892
2742,420,interval,,,,,4.788,1535512873.904
2743,420,on,,04_chocolate_2.jpg,True,0,0.799,1535512878.715
2744,,SIGNAL,,,,,,1535512879.792
2745,420,image_interval,,,,,0.400,1535512879.550
2746,420,on,00_chocolate_2.jpg,,True,0,0.800,1535512879.972
2747,,SIGNAL,,,,,,1535512885.732
2748,,SIGNAL,,,,,,1535512885.732
2749,,SIGNAL,,,,,,1535512885.732
2750,,SIGNAL,,,,,,1535512887.393
2751,,SIGNAL,,,,,,1535512889.293
2752,421,interval,,,,,8.930,1535512880.800
2753,421,on,,03_chocolate_1.jpg,False,1,0.800,1535512889.754
2754,,K_PRESS,,,,,,1535512890.586
2755,421,image_interval,,,,,0.400,1535512890.585
2756,421,on,00_chocolate_3.jpg,,False,0,0.801,1535512891.008
2757,,SIGNAL,,,,,,1535512894.137
2758,,SIGNAL,,,,,,1535512894.137
2759,,SIGNAL,,,,,,1535512894.992
2760,422,interval,,,,,4.298,1535512891.838
2761,422,on,,02_chocolate_1.jpg,False,0,0.801,1535512896.158
2762,,SIGNAL,,,,,,1535512896.987
2763,422,image_interval,,,,,0.400,1535512896.986
2764,422,on,00_chocolate_2.jpg,,False,0,0.800,1535512897.410
2765,,SIGNAL,,,,,,1535512900.111
2766,,SIGNAL,,,,,,1535512900.692
2767,423,interval,,,,,2.872,1535512898.239
2768,423,on,,05_detergent_3.jpg,False,0,0.801,1535512901.134
2769,423,image_interval,,,,,0.400,1535512901.962
2770,423,on,00_detergent_1.jpg,,False,1,0.800,1535512902.386
2771,,SIGNAL,,,,,,1535512905.271
2772,,K_PRESS,,,,,,1535512905.271
2773,,SIGNAL,,,,,,1535512905.271
2774,,SIGNAL,,,,,,1535512906.392
2775,424,interval,,,,,4.055,1535512903.215
2776,424,on,SINGLETON,03_chocolate_1.jpg,,0,0.800,1535512907.295
2777,,SIGNAL,,,,,,1535512909.863
2778,,SIGNAL,,,,,,1535512910.191
2779,425,interval,,,,,2.739,1535512908.123
2780,425,on,SINGLETON,09_detergent_3.jpg,,0,0.800,1535512910.891
2781,,SIGNAL,,,,,,1535512915.709
2782,,SIGNAL,,,,,,1535512915.709
2783,,SIGNAL,,,,,,1535512915.892
2784,,SIGNAL,,,,,,1535512917.792
2785,426,interval,,,,,6.989,1535512911.719
2786,426,on,SINGLETON,06_chocolate_2.jpg,,0,0.800,1535512918.732
