,ID,Event_Type,Target,Product,Same_Angle,Inverted,Event_Time,System_Time
0,,SCANNER START,,,,,,1535509384.340
1,,SIGNAL,,,,,,1535509426.122
2,,SIGNAL,,,,,,1535509430.950
3,,SIGNAL,,,,,,1535509430.950
4,,SIGNAL,,,,,,1535509431.821
5,,SIGNAL,,,,,,1535509433.722
6,0,interval,,,,,8.758,1535509426.190
7,0,on,,04_detergent_3.jpg,False,0,0.800,1535509434.977
8,,SIGNAL,,,,,,1535509435.811
9,0,image_interval,,,,,0.400,1535509435.810
10,0,on,00_detergent_2.jpg,,False,0,0.800,1535509436.235
11,,SIGNAL,,,,,,1535509440.246
12,,SIGNAL,,,,,,1535509440.246
13,,SIGNAL,,,,,,1535509441.321
14,,SIGNAL,,,,,,1535509443.221
15,1,interval,,,,,6.182,1535509437.063
16,1,on,SINGLETON,09_chocolate_3.jpg,,0,0.800,1535509443.272
17,,SIGNAL,,,,,,1535509447.541
18,,SIGNAL,,,,,,1535509447.541
19,,SIGNAL,,,,,,1535509448.921
20,2,interval,,,,,6.439,1535509444.100
21,2,on,,01_chocolate_2.jpg,False,0,0.799,1535509450.563
22,,SIGNAL,,,,,,1535509451.391
23,2,image_interval,,,,,0.400,1535509451.390
24,2,on,00_chocolate_1.jpg,,False,0,0.800,1535509451.815
25,,SIGNAL,,,,,,1535509455.712
26,,SIGNAL,,,,,,1535509455.712
27,,SIGNAL,,,,,,1535509456.521
28,,SIGNAL,,,,,,1535509458.421
29,3,interval,,,,,6.064,1535509452.647
30,3,on,SINGLETON,04_detergent_3.jpg,,0,0.800,1535509458.736
31,4,interval,,,,,0.966,1535509459.565
32,4,on,SINGLETON,06_chocolate_3.jpg,,0,0.799,1535509460.556
33,,SIGNAL,,,,,,1535509463.484
34,,SIGNAL,,,,,,1535509463.484
35,,SIGNAL,,,,,,1535509464.121
36,5,interval,,,,,4.099,1535509461.384
37,5,on,,06_detergent_1.jpg,False,0,0.800,1535509465.507
38,,SIGNAL,,,,,,1535509466.345
39,5,image_interval,,,,,0.400,1535509466.344
40,5,on,00_detergent_3.jpg,,False,0,0.800,1535509466.769
41,,SIGNAL,,,,,,1535509472.373
42,,SIGNAL,,,,,,1535509472.373
43,,SIGNAL,,,,,,1535509472.373
44,,SIGNAL,,,,,,1535509473.622
45,,SIGNAL,,,,,,1535509475.522
46,6,interval,,,,,8.774,1535509467.597
47,6,on,SINGLETON,08_chocolate_1.jpg,,0,0.800,1535509476.398
48,,SIGNAL,,,,,,1535509480.212
49,,SIGNAL,,,,,,1535509480.212
50,,SIGNAL,,,,,,1535509481.221
51,7,interval,,,,,4.980,1535509477.230
52,7,on,,02_chocolate_1.jpg,True,0,0.800,1535509482.235
53,,SIGNAL,,,,,,1535509483.121
54,7,image_interval,,,,,0.400,1535509483.062
55,7,on,00_chocolate_1.jpg,,True,0,0.800,1535509483.485
56,,SIGNAL,,,,,,1535509487.258
57,,SIGNAL,,,,,,1535509487.258
58,,SIGNAL,,,,,,1535509488.821
59,8,interval,,,,,4.941,1535509484.315
60,8,on,,03_chocolate_2.jpg,True,1,0.800,1535509489.282
61,,K_PRESS,,,,,,1535509490.111
62,8,image_interval,,,,,0.400,1535509490.110
63,8,on,00_chocolate_2.jpg,,True,0,0.799,1535509490.536
64,9,interval,,,,,0.528,1535509491.363
65,9,on,,08_detergent_3.jpg,False,0,0.800,1535509491.917
66,,SIGNAL,,,,,,1535509492.746
67,,SIGNAL,,,,,,1535509492.746
68,9,image_interval,,,,,0.400,1535509492.745
69,9,on,00_detergent_2.jpg,,False,0,0.801,1535509493.169
70,10,interval,,,,,0.996,1535509493.998
71,10,on,SINGLETON,01_detergent_2.jpg,,1,0.801,1535509495.021
72,,SIGNAL,,,,,,1535509500.325
73,,K_PRESS,,,,,,1535509500.325
74,,SIGNAL,,,,,,1535509500.325
75,,SIGNAL,,,,,,1535509500.325
76,,SIGNAL,,,,,,1535509500.325
77,,SIGNAL,,,,,,1535509502.122
78,,SIGNAL,,,,,,1535509504.021
79,11,interval,,,,,8.472,1535509495.850
80,11,on,SINGLETON,09_chocolate_2.jpg,,0,0.800,1535509504.349
81,,SIGNAL,,,,,,1535509506.747
82,12,interval,,,,,2.566,1535509505.181
83,12,on,,04_detergent_1.jpg,False,0,0.800,1535509507.771
84,,SIGNAL,,,,,,1535509508.600
85,12,image_interval,,,,,0.400,1535509508.599
86,12,on,00_detergent_2.jpg,,False,0,0.801,1535509509.023
87,,SIGNAL,,,,,,1535509513.450
88,,SIGNAL,,,,,,1535509513.450
89,,SIGNAL,,,,,,1535509513.521
90,,SIGNAL,,,,,,1535509515.421
91,13,interval,,,,,6.596,1535509509.852
92,13,on,SINGLETON,04_detergent_3.jpg,,1,0.800,1535509516.477
93,,K_PRESS,,,,,,1535509520.706
94,,SIGNAL,,,,,,1535509520.706
95,,SIGNAL,,,,,,1535509520.706
96,,SIGNAL,,,,,,1535509521.121
97,,SIGNAL,,,,,,1535509523.020
98,14,interval,,,,,6.399,1535509517.306
99,14,on,SINGLETON,02_detergent_1.jpg,,0,0.800,1535509523.731
100,15,interval,,,,,0.415,1535509524.561
101,15,on,,02_chocolate_2.jpg,False,0,0.801,1535509525.001
102,,SIGNAL,,,,,,1535509525.831
103,15,image_interval,,,,,0.400,1535509525.830
104,15,on,00_chocolate_3.jpg,,False,0,0.800,1535509526.254
105,,SIGNAL,,,,,,1535509531.925
106,,SIGNAL,,,,,,1535509531.925
107,,SIGNAL,,,,,,1535509531.925
108,,SIGNAL,,,,,,1535509532.521
109,,SIGNAL,,,,,,1535509534.421
110,16,interval,,,,,8.840,1535509527.083
111,16,on,SINGLETON,06_chocolate_3.jpg,,0,0.800,1535509535.948
112,,SIGNAL,,,,,,1535509538.633
113,,SIGNAL,,,,,,1535509538.633
114,17,interval,,,,,2.851,1535509536.781
115,17,on,,05_chocolate_3.jpg,False,0,0.799,1535509539.658
116,,SIGNAL,,,,,,1535509540.485
117,17,image_interval,,,,,0.400,1535509540.484
118,17,on,00_chocolate_2.jpg,,False,0,0.800,1535509540.907
119,,SIGNAL,,,,,,1535509543.254
120,,SIGNAL,,,,,,1535509543.921
121,18,interval,,,,,2.518,1535509541.736
122,18,on,,09_chocolate_2.jpg,False,1,0.800,1535509544.277
123,,K_PRESS,,,,,,1535509545.106
124,18,image_interval,,,,,0.400,1535509545.105
125,18,on,00_chocolate_1.jpg,,False,0,0.799,1535509545.529
126,,SIGNAL,,,,,,1535509550.379
127,,SIGNAL,,,,,,1535509550.379
128,,SIGNAL,,,,,,1535509550.379
129,,SIGNAL,,,,,,1535509551.521
130,,SIGNAL,,,,,,1535509553.421
131,19,interval,,,,,8.021,1535509546.357
132,19,on,,09_detergent_1.jpg,True,0,0.800,1535509554.402
133,,SIGNAL,,,,,,1535509555.321
134,19,image_interval,,,,,0.400,1535509555.234
135,19,on,00_detergent_1.jpg,,True,0,0.799,1535509555.661
136,20,interval,,,,,0.808,1535509556.488
137,20,on,SINGLETON,02_detergent_3.jpg,,0,0.800,1535509557.324
138,,SIGNAL,,,,,,1535509562.758
139,,SIGNAL,,,,,,1535509562.758
140,,SIGNAL,,,,,,1535509562.758
141,,SIGNAL,,,,,,1535509562.921
142,,SIGNAL,,,,,,1535509564.820
143,,SIGNAL,,,,,,1535509566.720
144,21,interval,,,,,8.604,1535509558.153
145,21,on,SINGLETON,08_detergent_3.jpg,,0,0.800,1535509566.784
146,22,interval,,,,,0.585,1535509567.612
147,22,on,,05_chocolate_1.jpg,False,0,0.800,1535509568.222
148,,SIGNAL,,,,,,1535509569.050
149,22,image_interval,,,,,0.400,1535509569.049
150,22,on,00_chocolate_3.jpg,,False,0,0.800,1535509569.474
151,,SIGNAL,,,,,,1535509572.141
152,,SIGNAL,,,,,,1535509572.420
153,23,interval,,,,,2.837,1535509570.303
154,23,on,,05_chocolate_1.jpg,False,0,0.801,1535509573.164
155,,SIGNAL,,,,,,1535509574.320
156,23,image_interval,,,,,0.400,1535509573.998
157,23,on,00_chocolate_2.jpg,,False,0,0.800,1535509574.422
158,,SIGNAL,,,,,,1535509579.808
159,,SIGNAL,,,,,,1535509579.808
160,,SIGNAL,,,,,,1535509580.021
161,,SIGNAL,,,,,,1535509581.921
162,24,interval,,,,,8.555,1535509575.251
163,24,on,SINGLETON,06_chocolate_2.jpg,,0,0.800,1535509583.833
164,,SIGNAL,,,,,,1535509589.148
165,,SIGNAL,,,,,,1535509589.148
166,,SIGNAL,,,,,,1535509589.148
167,,SIGNAL,,,,,,1535509589.520
168,,SIGNAL,,,,,,1535509591.420
169,25,interval,,,,,8.478,1535509584.668
170,25,on,SINGLETON,06_detergent_3.jpg,,0,0.801,1535509593.172
171,,SIGNAL,,,,,,1535509596.206
172,,SIGNAL,,,,,,1535509596.206
173,,SIGNAL,,,,,,1535509597.120
174,26,interval,,,,,4.203,1535509594.002
175,26,on,,03_detergent_2.jpg,True,0,0.800,1535509598.230
176,,SIGNAL,,,,,,1535509599.062
177,26,image_interval,,,,,0.400,1535509599.061
178,26,on,00_detergent_2.jpg,,True,1,0.800,1535509599.487
179,27,interval,,,,,0.579,1535509600.315
180,27,on,SINGLETON,02_chocolate_1.jpg,,0,0.800,1535509600.922
181,,K_PRESS,,,,,,1535509606.500
182,,SIGNAL,,,,,,1535509606.500
183,,SIGNAL,,,,,,1535509606.500
184,,SIGNAL,,,,,,1535509606.500
185,,SIGNAL,,,,,,1535509606.621
186,,SIGNAL,,,,,,1535509608.521
187,,SIGNAL,,,,,,1535509610.421
188,28,interval,,,,,8.747,1535509601.751
189,28,on,SINGLETON,09_chocolate_1.jpg,,0,0.799,1535509610.525
190,29,interval,,,,,0.794,1535509611.352
191,29,on,,07_detergent_1.jpg,True,0,0.801,1535509612.171
192,,SIGNAL,,,,,,1535509613.000
193,29,image_interval,,,,,0.400,1535509612.999
194,29,on,00_detergent_1.jpg,,True,0,0.800,1535509613.424
195,30,interval,,,,,0.994,1535509614.252
196,30,on,SINGLETON,06_chocolate_2.jpg,,0,0.800,1535509615.271
197,,SIGNAL,,,,,,1535509617.984
198,,SIGNAL,,,,,,1535509617.984
199,,SIGNAL,,,,,,1535509618.021
200,31,interval,,,,,2.878,1535509616.104
201,31,on,SINGLETON,08_detergent_1.jpg,,0,0.801,1535509619.010
202,,SIGNAL,,,,,,1535509623.887
203,,SIGNAL,,,,,,1535509623.887
204,,SIGNAL,,,,,,1535509623.887
205,,SIGNAL,,,,,,1535509625.621
206,,SIGNAL,,,,,,1535509627.521
207,32,interval,,,,,8.046,1535509619.839
208,32,on,SINGLETON,08_detergent_2.jpg,,1,0.801,1535509627.912
209,,K_PRESS,,,,,,1535509630.715
210,,SIGNAL,,,,,,1535509630.715
211,,SIGNAL,,,,,,1535509631.320
212,33,interval,,,,,2.968,1535509628.746
213,33,on,,02_chocolate_2.jpg,False,0,0.800,1535509631.738
214,33,image_interval,,,,,0.400,1535509632.565
215,33,on,00_chocolate_1.jpg,,False,0,0.800,1535509632.989
216,,SIGNAL,,,,,,1535509636.077
217,,SIGNAL,,,,,,1535509636.077
218,,SIGNAL,,,,,,1535509637.020
219,34,interval,,,,,4.259,1535509633.817
220,34,on,,05_detergent_3.jpg,False,0,0.801,1535509638.100
221,,SIGNAL,,,,,,1535509638.931
222,34,image_interval,,,,,0.400,1535509638.930
223,34,on,00_detergent_1.jpg,,False,1,0.800,1535509639.354
224,,K_PRESS,,,,,,1535509643.104
225,,SIGNAL,,,,,,1535509643.104
226,,SIGNAL,,,,,,1535509643.104
227,,SIGNAL,,,,,,1535509644.620
228,35,interval,,,,,4.920,1535509640.183
229,35,on,,04_chocolate_2.jpg,False,0,0.801,1535509645.128
230,35,image_interval,,,,,0.400,1535509645.956
231,35,on,00_chocolate_3.jpg,,False,0,0.800,1535509646.380
232,,SIGNAL,,,,,,1535509649.886
233,,SIGNAL,,,,,,1535509649.886
234,,SIGNAL,,,,,,1535509650.320
235,36,interval,,,,,4.665,1535509647.219
236,36,on,SINGLETON,01_chocolate_3.jpg,,0,0.800,1535509651.909
237,,SIGNAL,,,,,,1535509654.032
238,,SIGNAL,,,,,,1535509654.121
239,37,interval,,,,,2.294,1535509652.737
240,37,on,,06_detergent_2.jpg,False,0,0.801,1535509655.056
241,,SIGNAL,,,,,,1535509656.020
242,37,image_interval,,,,,0.400,1535509655.885
243,37,on,00_detergent_1.jpg,,False,0,0.800,1535509656.309
244,,SIGNAL,,,,,,1535509659.689
245,,SIGNAL,,,,,,1535509659.821
246,38,interval,,,,,4.552,1535509657.137
247,38,on,SINGLETON,03_detergent_1.jpg,,0,0.799,1535509661.716
248,,SIGNAL,,,,,,1535509664.360
249,,SIGNAL,,,,,,1535509664.360
250,39,interval,,,,,2.815,1535509662.543
251,39,on,,02_detergent_3.jpg,False,0,0.800,1535509665.384
252,,SIGNAL,,,,,,1535509666.216
253,39,image_interval,,,,,0.400,1535509666.215
254,39,on,00_detergent_1.jpg,,False,0,0.800,1535509666.638
255,,SIGNAL,,,,,,1535509670.424
256,,SIGNAL,,,,,,1535509670.424
257,,SIGNAL,,,,,,1535509671.220
258,40,interval,,,,,4.956,1535509667.466
259,40,on,SINGLETON,07_chocolate_3.jpg,,0,0.800,1535509672.448
260,,SIGNAL,,,,,,1535509677.480
261,,SIGNAL,,,,,,1535509677.480
262,,SIGNAL,,,,,,1535509677.480
263,,SIGNAL,,,,,,1535509678.821
264,,SIGNAL,,,,,,1535509680.720
265,41,interval,,,,,8.194,1535509673.285
266,41,on,,05_detergent_3.jpg,True,0,0.800,1535509681.503
267,,SIGNAL,,,,,,1535509682.621
268,41,image_interval,,,,,0.400,1535509682.337
269,41,on,00_detergent_3.jpg,,True,1,0.800,1535509682.762
270,,K_PRESS,,,,,,1535509687.473
271,,SIGNAL,,,,,,1535509687.473
272,,SIGNAL,,,,,,1535509687.473
273,,SIGNAL,,,,,,1535509688.320
274,,SIGNAL,,,,,,1535509690.220
275,42,interval,,,,,6.880,1535509683.591
276,42,on,SINGLETON,03_chocolate_2.jpg,,0,0.800,1535509690.499
277,,SIGNAL,,,,,,1535509694.063
278,,SIGNAL,,,,,,1535509694.063
279,,SIGNAL,,,,,,1535509695.920
280,43,interval,,,,,4.733,1535509691.329
281,43,on,,02_detergent_2.jpg,False,0,0.801,1535509696.086
282,43,image_interval,,,,,0.400,1535509696.915
283,43,on,00_detergent_1.jpg,,False,0,0.800,1535509697.339
284,,SIGNAL,,,,,,1535509699.985
285,,SIGNAL,,,,,,1535509699.985
286,44,interval,,,,,2.817,1535509698.167
287,44,on,SINGLETON,02_detergent_1.jpg,,0,0.801,1535509701.010
288,,SIGNAL,,,,,,1535509705.873
289,,SIGNAL,,,,,,1535509705.873
290,,SIGNAL,,,,,,1535509705.873
291,,SIGNAL,,,,,,1535509707.321
292,,SIGNAL,,,,,,1535509709.220
293,45,interval,,,,,8.032,1535509701.839
294,45,on,,07_chocolate_2.jpg,False,0,0.800,1535509709.896
295,,SIGNAL,,,,,,1535509711.120
296,45,image_interval,,,,,0.400,1535509710.724
297,45,on,00_chocolate_3.jpg,,False,0,0.801,1535509711.149
298,,SIGNAL,,,,,,1535509713.345
299,46,interval,,,,,2.358,1535509711.986
300,46,on,,05_chocolate_3.jpg,False,0,0.800,1535509714.369
301,,SIGNAL,,,,,,1535509715.205
302,46,image_interval,,,,,0.400,1535509715.204
303,46,on,00_chocolate_1.jpg,,False,0,0.799,1535509715.628
304,,SIGNAL,,,,,,1535509719.051
305,,SIGNAL,,,,,,1535509719.051
306,,SIGNAL,,,,,,1535509720.620
307,47,interval,,,,,4.594,1535509716.456
308,47,on,SINGLETON,02_chocolate_1.jpg,,0,0.801,1535509721.076
309,,SIGNAL,,,,,,1535509724.456
310,,SIGNAL,,,,,,1535509724.456
311,,SIGNAL,,,,,,1535509726.321
312,48,interval,,,,,4.549,1535509721.905
313,48,on,,03_detergent_2.jpg,False,0,0.800,1535509726.479
314,48,image_interval,,,,,0.400,1535509727.307
315,48,on,00_detergent_1.jpg,,False,0,0.800,1535509727.732
316,,SIGNAL,,,,,,1535509730.961
317,,SIGNAL,,,,,,1535509730.961
318,,SIGNAL,,,,,,1535509732.021
319,49,interval,,,,,4.400,1535509728.560
320,49,on,,03_detergent_1.jpg,True,0,0.800,1535509732.983
321,,SIGNAL,,,,,,1535509733.920
322,49,image_interval,,,,,0.400,1535509733.811
323,49,on,00_detergent_1.jpg,,True,1,0.800,1535509734.235
324,,K_PRESS,,,,,,1535509737.654
325,,SIGNAL,,,,,,1535509737.654
326,,SIGNAL,,,,,,1535509737.720
327,,SIGNAL,,,,,,1535509739.620
328,50,interval,,,,,4.584,1535509735.068
329,50,on,SINGLETON,01_chocolate_1.jpg,,0,0.799,1535509739.679
330,,SIGNAL,,,,,,1535509744.763
331,,SIGNAL,,,,,,1535509744.763
332,,SIGNAL,,,,,,1535509745.320
333,,SIGNAL,,,,,,1535509747.220
334,51,interval,,,,,8.254,1535509740.507
335,51,on,SINGLETON,08_chocolate_2.jpg,,0,0.800,1535509748.788
336,,SIGNAL,,,,,,1535509753.901
337,,SIGNAL,,,,,,1535509753.901
338,,SIGNAL,,,,,,1535509753.901
339,,SIGNAL,,,,,,1535509754.821
340,,SIGNAL,,,,,,1535509756.721
341,52,interval,,,,,8.277,1535509749.623
342,52,on,SINGLETON,01_chocolate_2.jpg,,0,0.800,1535509757.924
343,,SIGNAL,,,,,,1535509761.743
344,,SIGNAL,,,,,,1535509761.743
345,,SIGNAL,,,,,,1535509762.420
346,53,interval,,,,,4.983,1535509758.758
347,53,on,SINGLETON,06_chocolate_3.jpg,,0,0.800,1535509763.768
348,,SIGNAL,,,,,,1535509765.982
349,,SIGNAL,,,,,,1535509766.220
350,54,interval,,,,,2.385,1535509764.597
351,54,on,,04_chocolate_1.jpg,False,0,0.801,1535509767.005
352,,SIGNAL,,,,,,1535509768.120
353,54,image_interval,,,,,0.400,1535509767.833
354,54,on,00_chocolate_3.jpg,,False,0,0.800,1535509768.257
355,,SIGNAL,,,,,,1535509770.092
356,55,interval,,,,,2.006,1535509769.085
357,55,on,SINGLETON,08_detergent_3.jpg,,1,0.801,1535509771.118
358,,K_PRESS,,,,,,1535509776.257
359,,SIGNAL,,,,,,1535509776.257
360,,SIGNAL,,,,,,1535509776.257
361,,SIGNAL,,,,,,1535509776.257
362,,SIGNAL,,,,,,1535509777.620
363,,SIGNAL,,,,,,1535509779.520
364,56,interval,,,,,8.303,1535509771.951
365,56,on,SINGLETON,05_detergent_1.jpg,,1,0.800,1535509780.281
366,,K_PRESS,,,,,,1535509785.034
367,,SIGNAL,,,,,,1535509785.034
368,,SIGNAL,,,,,,1535509785.034
369,,SIGNAL,,,,,,1535509785.220
370,,SIGNAL,,,,,,1535509787.120
371,57,interval,,,,,6.923,1535509781.110
372,57,on,,06_chocolate_1.jpg,True,0,0.801,1535509788.057
373,,SIGNAL,,,,,,1535509789.020
374,57,image_interval,,,,,0.400,1535509788.891
375,57,on,00_chocolate_1.jpg,,True,0,0.800,1535509789.315
376,,SIGNAL,,,,,,1535509791.878
377,,SIGNAL,,,,,,1535509792.820
378,58,interval,,,,,2.734,1535509790.143
379,58,on,,04_detergent_2.jpg,True,0,0.800,1535509792.902
380,58,image_interval,,,,,0.400,1535509793.730
381,58,on,00_detergent_2.jpg,,True,0,0.801,1535509794.156
382,,SIGNAL,,,,,,1535509796.272
383,,SIGNAL,,,,,,1535509796.620
384,59,interval,,,,,2.279,1535509794.992
385,59,on,,05_detergent_3.jpg,False,0,0.800,1535509797.294
386,,SIGNAL,,,,,,1535509798.520
387,59,image_interval,,,,,0.400,1535509798.127
388,59,on,00_detergent_1.jpg,,False,0,0.799,1535509798.551
389,,SIGNAL,,,,,,1535509803.227
390,,SIGNAL,,,,,,1535509803.227
391,,SIGNAL,,,,,,1535509804.221
392,,SIGNAL,,,,,,1535509806.120
393,60,interval,,,,,6.846,1535509799.379
394,60,on,SINGLETON,03_chocolate_3.jpg,,0,0.800,1535509806.252
395,,SIGNAL,,,,,,1535509811.630
396,,SIGNAL,,,,,,1535509811.630
397,,SIGNAL,,,,,,1535509811.820
398,,SIGNAL,,,,,,1535509813.720
399,,SIGNAL,,,,,,1535509815.619
400,61,interval,,,,,8.548,1535509807.081
401,61,on,,02_chocolate_3.jpg,False,0,0.799,1535509815.654
402,61,image_interval,,,,,0.400,1535509816.481
403,61,on,00_chocolate_2.jpg,,False,0,0.800,1535509816.906
404,,SIGNAL,,,,,,1535509821.952
405,,SIGNAL,,,,,,1535509821.952
406,,SIGNAL,,,,,,1535509821.952
407,,SIGNAL,,,,,,1535509823.219
408,,SIGNAL,,,,,,1535509825.121
409,62,interval,,,,,8.210,1535509817.740
410,62,on,,05_detergent_1.jpg,True,0,0.800,1535509825.975
411,,SIGNAL,,,,,,1535509827.020
412,62,image_interval,,,,,0.400,1535509826.809
413,62,on,00_detergent_1.jpg,,True,0,0.800,1535509827.232
414,,SIGNAL,,,,,,1535509832.490
415,,SIGNAL,,,,,,1535509832.490
416,,SIGNAL,,,,,,1535509832.720
417,,SIGNAL,,,,,,1535509834.620
418,63,interval,,,,,8.427,1535509828.061
419,63,on,,06_chocolate_1.jpg,False,0,0.800,1535509836.511
420,,SIGNAL,,,,,,1535509837.339
421,63,image_interval,,,,,0.400,1535509837.338
422,63,on,00_chocolate_2.jpg,,False,0,0.800,1535509837.762
423,,SIGNAL,,,,,,1535509840.540
424,,SIGNAL,,,,,,1535509840.540
425,64,interval,,,,,2.948,1535509838.590
426,64,on,SINGLETON,07_detergent_3.jpg,,0,0.799,1535509841.565
427,65,interval,,,,,0.752,1535509842.393
428,65,on,,08_chocolate_1.jpg,False,0,0.801,1535509843.171
429,,SIGNAL,,,,,,1535509844.004
430,,SIGNAL,,,,,,1535509844.120
431,65,image_interval,,,,,0.400,1535509844.003
432,65,on,00_chocolate_3.jpg,,False,0,0.800,1535509844.427
433,,SIGNAL,,,,,,1535509849.277
434,,SIGNAL,,,,,,1535509849.277
435,,SIGNAL,,,,,,1535509849.277
436,,SIGNAL,,,,,,1535509850.371
437,,SIGNAL,,,,,,1535509852.271
438,66,interval,,,,,8.021,1535509845.255
439,66,on,SINGLETON,09_detergent_1.jpg,,0,0.800,1535509853.303
440,67,interval,,,,,0.584,1535509854.134
441,67,on,,09_detergent_3.jpg,True,0,0.800,1535509854.743
442,,SIGNAL,,,,,,1535509855.578
443,67,image_interval,,,,,0.400,1535509855.577
444,67,on,00_detergent_3.jpg,,True,0,0.801,1535509856.003
445,,SIGNAL,,,,,,1535509859.714
446,,SIGNAL,,,,,,1535509859.714
447,,SIGNAL,,,,,,1535509859.871
448,68,interval,,,,,4.880,1535509856.832
449,68,on,,06_detergent_3.jpg,False,0,0.800,1535509861.737
450,,SIGNAL,,,,,,1535509862.566
451,68,image_interval,,,,,0.400,1535509862.565
452,68,on,00_detergent_1.jpg,,False,1,0.800,1535509862.991
453,,K_PRESS,,,,,,1535509867.906
454,,SIGNAL,,,,,,1535509867.906
455,,SIGNAL,,,,,,1535509867.906
456,,SIGNAL,,,,,,1535509867.906
457,,SIGNAL,,,,,,1535509869.371
458,,SIGNAL,,,,,,1535509871.272
459,69,interval,,,,,8.085,1535509863.819
460,69,on,,07_chocolate_2.jpg,True,0,0.800,1535509871.928
461,69,image_interval,,,,,0.400,1535509872.756
462,69,on,00_chocolate_2.jpg,,True,0,0.801,1535509873.179
463,,SIGNAL,,,,,,1535509878.715
464,,SIGNAL,,,,,,1535509878.715
465,,SIGNAL,,,,,,1535509878.715
466,,SIGNAL,,,,,,1535509878.871
467,,SIGNAL,,,,,,1535509880.771
468,,SIGNAL,,,,,,1535509882.671
469,70,interval,,,,,8.706,1535509874.008
470,70,on,,09_detergent_3.jpg,True,0,0.800,1535509882.738
471,70,image_interval,,,,,0.400,1535509883.566
472,70,on,00_detergent_3.jpg,,True,0,0.800,1535509883.990
473,,SIGNAL,,,,,,1535509888.185
474,,SIGNAL,,,,,,1535509888.185
475,,SIGNAL,,,,,,1535509888.371
476,,SIGNAL,,,,,,1535509890.270
477,71,interval,,,,,6.365,1535509884.818
478,71,on,,09_chocolate_1.jpg,True,0,0.800,1535509891.210
479,,SIGNAL,,,,,,1535509892.170
480,71,image_interval,,,,,0.400,1535509892.048
481,71,on,00_chocolate_1.jpg,,True,0,0.800,1535509892.473
482,,SIGNAL,,,,,,1535509894.822
483,72,interval,,,,,2.520,1535509893.302
484,72,on,SINGLETON,09_chocolate_1.jpg,,0,0.800,1535509895.847
485,,SIGNAL,,,,,,1535509899.389
486,,SIGNAL,,,,,,1535509899.389
487,,SIGNAL,,,,,,1535509899.771
488,73,interval,,,,,4.707,1535509896.681
489,73,on,,07_chocolate_3.jpg,True,0,0.800,1535509901.411
490,,SIGNAL,,,,,,1535509902.240
491,73,image_interval,,,,,0.400,1535509902.239
492,73,on,00_chocolate_3.jpg,,True,0,0.799,1535509902.663
493,,SIGNAL,,,,,,1535509907.465
494,,SIGNAL,,,,,,1535509907.465
495,,SIGNAL,,,,,,1535509907.465
496,,SIGNAL,,,,,,1535509909.271
497,74,interval,,,,,6.973,1535509903.491
498,74,on,SINGLETON,07_detergent_3.jpg,,0,0.800,1535509910.489
499,,SIGNAL,,,,,,1535509914.140
500,,SIGNAL,,,,,,1535509914.140
501,,SIGNAL,,,,,,1535509914.971
502,75,interval,,,,,4.820,1535509911.318
503,75,on,SINGLETON,07_chocolate_2.jpg,,0,0.801,1535509916.163
504,,SIGNAL,,,,,,1535509920.292
505,,SIGNAL,,,,,,1535509920.292
506,,SIGNAL,,,,,,1535509920.671
507,,SIGNAL,,,,,,1535509922.571
508,76,interval,,,,,6.294,1535509916.997
509,76,on,,05_detergent_3.jpg,False,0,0.800,1535509923.316
510,,SIGNAL,,,,,,1535509924.471
511,76,image_interval,,,,,0.400,1535509924.148
512,76,on,00_detergent_1.jpg,,False,0,0.799,1535509924.571
513,,SIGNAL,,,,,,1535509929.690
514,,SIGNAL,,,,,,1535509929.690
515,,SIGNAL,,,,,,1535509930.170
516,,SIGNAL,,,,,,1535509932.071
517,77,interval,,,,,8.290,1535509925.398
518,77,on,SINGLETON,07_detergent_2.jpg,,0,0.799,1535509933.716
519,,SIGNAL,,,,,,1535509939.057
520,,SIGNAL,,,,,,1535509939.057
521,,SIGNAL,,,,,,1535509939.057
522,,SIGNAL,,,,,,1535509939.671
523,,SIGNAL,,,,,,1535509941.570
524,78,interval,,,,,8.506,1535509934.549
525,78,on,,08_detergent_3.jpg,True,0,0.801,1535509943.080
526,,SIGNAL,,,,,,1535509943.909
527,78,image_interval,,,,,0.400,1535509943.909
528,78,on,00_detergent_3.jpg,,True,0,0.800,1535509944.333
529,,SIGNAL,,,,,,1535509947.639
530,,SIGNAL,,,,,,1535509947.639
531,,SIGNAL,,,,,,1535509949.171
532,79,interval,,,,,4.476,1535509945.161
533,79,on,SINGLETON,02_detergent_3.jpg,,0,0.799,1535509949.664
534,,SIGNAL,,,,,,1535509951.839
535,80,interval,,,,,2.343,1535509950.496
536,80,on,,01_chocolate_1.jpg,True,0,0.800,1535509952.863
537,,SIGNAL,,,,,,1535509953.696
538,80,image_interval,,,,,0.400,1535509953.695
539,80,on,00_chocolate_1.jpg,,True,0,0.801,1535509954.119
540,,SIGNAL,,,,,,1535509958.491
541,,SIGNAL,,,,,,1535509958.491
542,,SIGNAL,,,,,,1535509958.671
543,,SIGNAL,,,,,,1535509960.570
544,81,interval,,,,,6.542,1535509954.947
545,81,on,SINGLETON,09_chocolate_3.jpg,,0,0.800,1535509961.515
546,,SIGNAL,,,,,,1535509966.566
547,,SIGNAL,,,,,,1535509966.566
548,,SIGNAL,,,,,,1535509966.566
549,,SIGNAL,,,,,,1535509968.171
